169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
169245.99,1706477871818,169245.99,169245.99,0.0,0,0
